Time (min),Input 1: Ag Flow Rate in PFR #1 (uL/min),Input 2: Ag Flow Rate in PFR #2 (uL/min),Input 3: Ag Flow Rate in PFR #3 (uL/min),Input 4: Ag Flow Rate in PFR #4 (uL/min),Input 5: Ag Flow Rate in PFR #5 (uL/min),Input 6: SC/TA Flow Rate in PFR #1 (uL/min),Output 1: Mean Diameter of produced Ag NPs (nm),Output 2: ToxScore (-),,,,
257,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,60.7596514,0.325140222,,,,
258,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,59.04261606,0.332684992,,,,
259,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,58.90923604,0.333263668,,,,
260,477.7203349,282.6932056,1087.231062,1752.977724,679.5525779,984.8547689,58.90570142,0.333278989,,,,
261,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,58.92273005,0.333205172,,,,
262,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,64.78195152,0.306773401,,,,
263,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,64.45607933,0.308297552,,,,
264,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,62.77751874,0.316047479,,,,
265,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,62.7771741,0.316049053,,,,
266,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,63.66577629,0.311967447,,,,
267,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,65.09577077,0.305299602,,,,
268,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,65.119713,0.305186919,,,,
269,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,65.12051916,0.305183124,,,,
270,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,65.3724724,0.303995218,,,,
271,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,69.32422625,0.284865169,,,,
272,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,76.38140936,0.248371282,,,,
273,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,77.94121864,0.239902018,,,,
274,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,77.97458956,0.23971923,,,,
275,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,77.96526011,0.239770338,,,,
276,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,77.95694048,0.239815911,,,,
277,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,77.95685736,0.239816366,,,,
278,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,78.1548135,0.238730903,,,,
279,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,79.81189921,0.229552303,,,,
280,614.878818,726.5343209,1204.901762,1405.824735,1821.926084,236.3635574,85.80230096,0.194997114,,,,
281,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,97.91013625,0.118580048,,,,
282,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,104.2288389,0.075207403,,,,
283,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,101.3563873,0.095221373,,,,
284,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,84.29869738,0.203872931,,,,
285,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,82.18896854,0.216098029,,,,
286,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,73.69236049,0.262629192,,,,
287,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,72.61938938,0.268197217,,,,
288,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,56.19758884,0.344796859,,,,
289,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99048623,0.349789004,,,,
290,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
291,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
292,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
293,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
294,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
295,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
296,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
297,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
298,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
299,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
300,1684.060344,1402.187662,479.562017,1742.113413,592.6703387,1731.536859,54.99011814,0.349790513,,,,
301,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,55.50116313,0.347687696,,,,
302,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,57.63636323,0.338732398,,,,
303,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,58.84578781,0.333538567,,,,
304,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,59.83672341,0.329217617,,,,
305,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,65.03092026,0.305604646,,,,
306,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,64.98314536,0.305829208,,,,
307,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,62.10291241,0.319114518,,,,
308,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,61.26889992,0.322868537,,,,
309,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,60.83445412,0.324807512,,,,
310,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,54.57630993,0.351481744,,,,
311,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.25276561,0.360787242,,,,
312,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21626824,0.360930825,,,,
313,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
314,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
315,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
316,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
317,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
318,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
319,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
320,759.5633462,606.8182184,1213.501421,1713.5462,1243.378792,1802.025175,52.21624159,0.36093093,,,,
321,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,51.904223,0.362155171,,,,
322,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,50.64657252,0.367030483,,,,
323,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,49.17790956,0.372603669,,,,
324,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,48.32799214,0.375769762,,,,
325,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,47.79730289,0.377724693,,,,
326,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,48.80720341,0.373989944,,,,
327,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,50.23333016,0.368611712,,,,
328,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,50.39213233,0.368005284,,,,
329,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,56.09235441,0.34523555,,,,
330,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.87682055,0.320136316,,,,
331,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97211034,0.319706038,,,,
332,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
333,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
334,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
335,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
336,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
337,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
338,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
339,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
340,1513.098069,991.5073854,1161.339682,1525.459858,832.0302248,1279.402774,61.97213411,0.319705931,,,,
341,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,61.97350662,0.319699729,,,,
342,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,64.90255541,0.306207705,,,,
343,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,64.91958285,0.306127767,,,,
344,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,64.98367156,0.305826736,,,,
345,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,64.85377557,0.306436613,,,,
346,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,62.46777277,0.317459103,,,,
347,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,62.26474551,0.318381248,,,,
348,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,63.34006777,0.31346902,,,,
349,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,67.06818633,0.295901202,,,,
350,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,67.3962477,0.294315376,,,,
351,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,67.41098646,0.294243978,,,,
352,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,68.43164172,0.289267999,,,,
353,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,74.55854471,0.258083867,,,,
354,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.18267686,0.233056969,,,,
355,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.55788954,0.230969955,,,,
356,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.56182551,0.230948017,,,,
357,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.56183294,0.230947976,,,,
358,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.56183295,0.230947976,,,,
359,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.56183295,0.230947976,,,,
360,1199.565306,1096.705085,534.5503169,1069.907767,1150.430903,584.6612885,79.56183295,0.230947976,,,,
361,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,79.62348469,0.230604233,,,,
362,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,80.37640981,0.226387855,,,,
363,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,75.76338308,0.251686587,,,,
364,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,75.47548019,0.253223173,,,,
365,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,74.05364094,0.260738835,,,,
366,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,71.75287641,0.272643441,,,,
367,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,64.99079229,0.305793274,,,,
368,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,63.46244949,0.312905566,,,,
369,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,54.46846651,0.351920811,,,,
370,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83225156,0.35449686,,,,
371,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
372,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
373,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
374,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
375,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
376,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
377,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
378,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
379,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
380,1833.779232,717.8901383,534.7338272,631.5441963,1536.174362,1635.636761,53.83188207,0.354498349,,,,
381,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,53.75870315,0.354793093,,,,
382,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,53.1233171,0.357338742,,,,
383,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,55.65787093,0.347039745,,,,
384,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,55.98123925,0.345698034,,,,
385,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,60.15876392,0.327800683,,,,
386,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,60.32775341,0.327054662,,,,
387,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,70.68141005,0.27807902,,,,
388,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,75.87301691,0.251100146,,,,
389,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,75.87015892,0.251115442,,,,
390,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,75.90496401,0.250929122,,,,
391,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,78.59302718,0.236319661,,,,
392,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,93.85052609,0.145181942,,,,
393,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,104.9522034,0.070089288,,,,
394,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.6140772,0.065378739,,,,
395,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.6187944,0.065345072,,,,
396,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.618801,0.065345025,,,,
397,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.6188011,0.065345025,,,,
398,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.6188011,0.065345025,,,,
399,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.6188011,0.065345025,,,,
400,1247.741601,1690.994408,1125.781637,1136.60889,1406.26185,390.4441709,105.6188011,0.065345025,,,,
401,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,105.6188102,0.06534496,,,,
402,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,106.3117667,0.060384835,,,,
403,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,106.3758183,0.059924904,,,,
404,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,114.5045917,-0.000442719,,,,
405,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,115.0540179,-0.004666026,,,,
406,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,114.8059796,-0.002757172,,,,
407,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,110.5184208,0.029655623,,,,
408,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,109.4358012,0.037665521,,,,
409,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,109.4064012,0.03788206,,,,
410,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,108.1086402,0.047388745,,,,
411,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,105.3127245,0.067526722,,,,
412,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,104.8487531,0.070823167,,,,
413,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,104.8418226,0.070872309,,,,
414,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,104.8395899,0.07088814,,,,
415,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,104.6439526,0.072274134,,,,
416,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,101.7905993,0.092227737,,,,
417,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,93.98657158,0.144306474,,,,
418,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,88.69431548,0.1775441,,,,
419,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,87.38758955,0.185492204,,,,
420,774.9225792,998.0496353,389.494291,1403.729635,1092.446709,415.1307823,87.25819885,0.186273643,,,,
421,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,87.25337298,0.186302769,,,,
422,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,87.43708329,0.185193027,,,,
423,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,89.59215509,0.172023648,,,,
424,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,89.59902938,0.171981195,,,,
425,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,89.34700176,0.173535797,,,,
426,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,87.59499492,0.18423751,,,,
427,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,87.40505492,0.185386647,,,,
428,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,87.40487458,0.185387737,,,,
429,300.1682355,375.0724214,316.3312291,791.9077927,927.6776182,743.8818912,87.44555288,0.185141816,,,,
